text,label
"loss of appetite, nausea, cough, chills, shortness of breath",2
"chills, headache, shortness of breath, cough",1
"muscle pain, shortness of breath, fatigue, cough, nausea",1
"fever, sore throat, dizziness, muscle pain",1
"fatigue, muscle pain, chills, runny nose",0
"fatigue, cough, shortness of breath, fever, muscle pain",2
nausea,1
chills,2
"stomach ache, headache",2
"runny nose, muscle pain, fever",1
"shortness of breath, cough, runny nose, fever, muscle pain",1
runny nose,0
"headache, loss of appetite",1
"shortness of breath, loss of appetite",2
"sore throat, headache, chills, dizziness",1
shortness of breath,0
"cough, shortness of breath, fatigue, muscle pain",1
"nausea, fatigue, chills",2
"stomach ache, fever, chills, shortness of breath",1
"muscle pain, nausea",0
"fever, nausea",1
"headache, dizziness, cough, chills",0
"fatigue, sore throat, stomach ache, nausea",1
dizziness,2
"fatigue, cough, runny nose",2
"nausea, dizziness, stomach ache",2
sore throat,1
"headache, chills, runny nose, loss of appetite",0
"shortness of breath, fever, dizziness",0
"runny nose, headache, loss of appetite, cough",0
"chills, sore throat, nausea, headache, muscle pain",2
"headache, loss of appetite",0
"fatigue, sore throat, muscle pain, cough, stomach ache",1
fatigue,2
muscle pain,1
"loss of appetite, dizziness, muscle pain, runny nose, headache",2
"dizziness, runny nose, fatigue, sore throat",1
"headache, fever",1
"stomach ache, fatigue, fever, nausea",1
"chills, runny nose, dizziness, fatigue",0
"nausea, fatigue",0
fatigue,1
"shortness of breath, sore throat, nausea",2
"runny nose, fatigue",1
"fever, cough, runny nose, shortness of breath, loss of appetite",1
stomach ache,2
"dizziness, cough",0
"headache, chills, nausea, shortness of breath",0
fatigue,0
fever,2
"headache, runny nose, loss of appetite",0
"muscle pain, fatigue, nausea, loss of appetite",1
"fever, muscle pain, runny nose",0
"dizziness, fever, runny nose",0
"runny nose, stomach ache",1
"fever, chills",2
"headache, dizziness, fatigue",0
"shortness of breath, cough",2
"shortness of breath, loss of appetite, fever, fatigue",0
"nausea, fatigue, stomach ache, fever",2
"headache, nausea, fatigue, chills",2
"sore throat, cough, loss of appetite",0
"headache, fever, sore throat",2
"nausea, fever",0
"runny nose, cough, shortness of breath",1
chills,2
"dizziness, cough, shortness of breath",1
"headache, muscle pain, sore throat, shortness of breath, nausea",0
nausea,2
"stomach ache, headache",2
sore throat,1
"runny nose, fever",0
"headache, muscle pain, shortness of breath",2
"dizziness, shortness of breath, nausea, headache",0
"stomach ache, muscle pain",2
shortness of breath,1
"fever, headache, nausea",2
"cough, dizziness, fatigue, fever, runny nose",1
"sore throat, cough",0
"sore throat, nausea, chills, runny nose",0
"nausea, cough",0
"runny nose, stomach ache",0
"shortness of breath, cough, stomach ache, fatigue, dizziness",1
"cough, loss of appetite, runny nose, sore throat",2
cough,0
stomach ache,0
"fatigue, shortness of breath, headache, runny nose, fever",2
muscle pain,1
"chills, dizziness, nausea, fever",2
"muscle pain, nausea, cough",0
"muscle pain, fatigue, headache",1
"dizziness, fatigue, sore throat",0
"runny nose, nausea",2
"dizziness, muscle pain, shortness of breath, stomach ache",2
"fever, chills",0
"muscle pain, fever, shortness of breath",0
"shortness of breath, runny nose",1
"muscle pain, loss of appetite",2
"stomach ache, muscle pain, cough, nausea",0
"stomach ache, headache",1
"muscle pain, fever, runny nose",1
"sore throat, shortness of breath, dizziness",2
"loss of appetite, fever, sore throat",1
"fatigue, sore throat, runny nose, muscle pain, fever",2
"shortness of breath, dizziness, chills, cough",1
"loss of appetite, sore throat",0
"chills, stomach ache, loss of appetite",2
muscle pain,1
"headache, dizziness",2
"sore throat, muscle pain",0
"stomach ache, loss of appetite, fatigue, headache, sore throat",1
loss of appetite,0
"shortness of breath, fever, loss of appetite, headache, runny nose",2
"fatigue, fever",2
"sore throat, cough, runny nose",2
"sore throat, chills",2
"fever, nausea, headache, loss of appetite, runny nose",2
"nausea, loss of appetite, shortness of breath, chills",0
"sore throat, stomach ache",1
"cough, fatigue",1
"headache, dizziness",1
"headache, shortness of breath, stomach ache, muscle pain",1
fever,1
"fever, cough",0
"muscle pain, loss of appetite, headache, fatigue",1
"sore throat, muscle pain, nausea",0
"loss of appetite, fever, stomach ache",2
"headache, nausea, cough, muscle pain, loss of appetite",2
fever,0
"loss of appetite, shortness of breath, headache",0
"cough, shortness of breath, sore throat, headache, stomach ache",2
"loss of appetite, nausea, muscle pain, cough",0
"nausea, cough",1
"muscle pain, fever, dizziness, chills",0
nausea,2
"chills, shortness of breath, nausea, sore throat, stomach ache",2
headache,1
"fatigue, loss of appetite",1
"loss of appetite, fever, shortness of breath, headache, muscle pain",1
"runny nose, stomach ache, chills, muscle pain, shortness of breath",2
"sore throat, headache",0
"loss of appetite, sore throat, runny nose",1
"fatigue, runny nose, chills",1
"cough, runny nose, nausea, dizziness",1
cough,0
"runny nose, chills, sore throat, cough",1
"nausea, shortness of breath",2
"nausea, muscle pain, stomach ache, fever, cough",0
"stomach ache, dizziness",0
"nausea, fever, dizziness, runny nose",0
"nausea, sore throat, dizziness",0
"sore throat, headache",1
"fever, sore throat, stomach ache",0
stomach ache,1
fatigue,2
"loss of appetite, chills, shortness of breath, stomach ache",2
"loss of appetite, sore throat",2
"cough, headache, fatigue, runny nose, dizziness",0
"nausea, sore throat, muscle pain, loss of appetite",1
"fever, loss of appetite",1
"headache, nausea, cough, muscle pain",0
cough,2
"loss of appetite, headache, fatigue, cough",2
loss of appetite,2
"chills, shortness of breath, muscle pain, nausea, cough",2
"runny nose, loss of appetite, stomach ache, muscle pain, nausea",0
"nausea, muscle pain",1
dizziness,1
"dizziness, stomach ache",1
"runny nose, shortness of breath",0
headache,0
"chills, muscle pain, cough, dizziness",0
"fatigue, stomach ache",1
fever,0
"sore throat, runny nose, cough",1
dizziness,1
"chills, shortness of breath, fever, runny nose",2
"loss of appetite, chills, sore throat, runny nose, dizziness",0
dizziness,1
"stomach ache, fever",2
"shortness of breath, fatigue, runny nose",0
"sore throat, headache",2
"cough, shortness of breath",0
"headache, stomach ache, fever, chills",1
muscle pain,2
"nausea, muscle pain, headache, fatigue, dizziness",0
"loss of appetite, cough, runny nose, shortness of breath",0
cough,1
"fever, dizziness",0
"shortness of breath, chills",1
"muscle pain, runny nose, shortness of breath",1
"dizziness, sore throat, runny nose, shortness of breath, fever",0
"sore throat, fatigue, cough, chills, fever",1
fever,2
"nausea, sore throat, dizziness, headache",1
shortness of breath,1
"loss of appetite, sore throat",0
"stomach ache, loss of appetite",2
"headache, chills",2
"fever, runny nose",1
"shortness of breath, runny nose",2
"headache, fatigue",0
"stomach ache, muscle pain",2
"sore throat, headache, nausea",2
fever,0
"fever, chills",0
"cough, headache",1
"runny nose, shortness of breath, headache, muscle pain, fatigue",0
"headache, fever, runny nose",2
dizziness,0
"muscle pain, shortness of breath, headache",1
headache,1
fever,1
"dizziness, fatigue, runny nose, fever, chills",2
"runny nose, muscle pain, dizziness, stomach ache",0
"chills, stomach ache, loss of appetite, runny nose, muscle pain",0
"chills, fatigue",0
"muscle pain, stomach ache, cough, fatigue",0
"runny nose, sore throat, fatigue",1
"fever, stomach ache",2
muscle pain,1
"muscle pain, fatigue, fever",2
"headache, nausea, shortness of breath",1
"runny nose, dizziness, sore throat, headache",1
stomach ache,1
"muscle pain, dizziness, chills, headache",1
"fever, loss of appetite, sore throat, shortness of breath, chills",2
"runny nose, headache, chills",2
fever,1
"fatigue, stomach ache",1
loss of appetite,2
"stomach ache, fever, fatigue, nausea, chills",2
"stomach ache, sore throat",2
"chills, dizziness",2
headache,1
"fever, runny nose, headache, nausea",2
"chills, fatigue, dizziness, fever",0
"shortness of breath, chills, runny nose, cough, fever",0
"chills, shortness of breath, runny nose, headache, loss of appetite",2
"headache, runny nose, nausea, stomach ache",2
"muscle pain, sore throat, fever, chills, dizziness",1
"chills, dizziness, loss of appetite, fever",0
"headache, fever, fatigue, cough, nausea",2
"stomach ache, loss of appetite, fatigue, shortness of breath",1
"cough, shortness of breath, dizziness, muscle pain, sore throat",0
"cough, dizziness, fever, runny nose, loss of appetite",2
"headache, fever, cough, runny nose",2
fatigue,0
"nausea, headache, chills",2
"loss of appetite, shortness of breath",1
"cough, fatigue, nausea, headache, loss of appetite",1
"nausea, fatigue, chills",2
"shortness of breath, fever, nausea, stomach ache",2
"shortness of breath, fatigue, nausea",0
sore throat,2
"loss of appetite, shortness of breath, fever",0
"headache, sore throat, cough",0
"headache, stomach ache",2
"fever, runny nose, dizziness, fatigue, shortness of breath",2
"sore throat, shortness of breath, headache, runny nose",0
"runny nose, stomach ache, chills, headache, shortness of breath",2
sore throat,2
sore throat,2
nausea,2
headache,0
"sore throat, chills",0
"nausea, shortness of breath, cough",2
"nausea, shortness of breath, sore throat",1
headache,0
"stomach ache, cough",2
sore throat,1
"headache, shortness of breath, sore throat, chills",2
"fever, nausea",2
"shortness of breath, muscle pain, chills, nausea",1
"loss of appetite, dizziness, stomach ache",0
"cough, fatigue",1
"dizziness, loss of appetite, runny nose, nausea",1
"dizziness, runny nose, fatigue",0
"sore throat, runny nose, headache, stomach ache, nausea",2
"headache, stomach ache",0
"cough, muscle pain, shortness of breath",1
dizziness,0
"cough, nausea, shortness of breath, runny nose, fever",0
"runny nose, shortness of breath",2
"nausea, muscle pain, shortness of breath",1
"loss of appetite, fatigue, cough, muscle pain, stomach ache",0
"cough, fever",0
sore throat,1
"sore throat, nausea, headache",0
dizziness,0
"runny nose, fatigue, fever, stomach ache",1
"muscle pain, runny nose, dizziness, stomach ache, loss of appetite",0
"stomach ache, dizziness",0
"stomach ache, sore throat, fever, dizziness",1
chills,1
shortness of breath,2
"dizziness, stomach ache, fever, nausea",2
"shortness of breath, cough, nausea, runny nose",0
"nausea, headache, dizziness",0
"stomach ache, chills, fatigue, dizziness",0
muscle pain,1
"fatigue, loss of appetite, chills, sore throat, cough",0
"runny nose, headache, loss of appetite, nausea, fatigue",1
"stomach ache, runny nose",2
"runny nose, shortness of breath, sore throat, stomach ache, chills",0
"stomach ache, runny nose",0
"muscle pain, stomach ache",1
"cough, sore throat, fever, stomach ache",0
"runny nose, loss of appetite",0
"sore throat, nausea, chills",0
"nausea, fatigue, shortness of breath",1
"sore throat, headache, shortness of breath, chills, fatigue",1
"nausea, chills, dizziness, cough, muscle pain",2
"sore throat, cough",1
fever,1
dizziness,1
"runny nose, sore throat, muscle pain, shortness of breath",0
"headache, nausea, shortness of breath",0
fever,0
"muscle pain, shortness of breath",0
"sore throat, loss of appetite, chills, dizziness",2
sore throat,1
sore throat,2
"stomach ache, sore throat, dizziness, nausea",0
fatigue,1
"shortness of breath, sore throat",0
"nausea, chills, stomach ache, loss of appetite",2
"fatigue, sore throat, chills, cough, loss of appetite",1
"sore throat, nausea, shortness of breath, fever",2
"cough, headache",0
nausea,0
stomach ache,0
runny nose,0
"stomach ache, headache, loss of appetite, muscle pain",0
"runny nose, fever, sore throat, cough, stomach ache",0
"fever, sore throat, cough, fatigue",1
"cough, loss of appetite, shortness of breath, dizziness, headache",0
headache,0
"runny nose, loss of appetite, fever, fatigue, shortness of breath",1
"nausea, shortness of breath, muscle pain",1
"fever, headache, sore throat, stomach ache",2
"chills, headache",1
"fever, chills",1
"headache, loss of appetite",2
"runny nose, fever, muscle pain",2
"cough, stomach ache",0
"dizziness, cough, nausea, fatigue",0
"headache, fever, runny nose",0
"headache, fever, sore throat, fatigue",1
"chills, stomach ache",0
"dizziness, nausea, headache, stomach ache",1
"nausea, shortness of breath, cough, chills, fever",0
"dizziness, nausea, sore throat",0
"muscle pain, fatigue, chills, sore throat, shortness of breath",2
"runny nose, muscle pain, nausea, cough, fatigue",0
"loss of appetite, fever",0
"chills, fever",1
"loss of appetite, headache, dizziness, sore throat",2
dizziness,0
cough,1
"fatigue, muscle pain, loss of appetite, headache",2
runny nose,2
dizziness,2
"headache, fatigue, loss of appetite, fever",1
"chills, sore throat, loss of appetite, cough, muscle pain",0
"muscle pain, nausea, loss of appetite, fatigue",2
"runny nose, chills, stomach ache, fatigue",2
"fatigue, nausea, fever",1
"cough, chills, dizziness, fever, loss of appetite",1
"cough, stomach ache",1
dizziness,1
"loss of appetite, cough, sore throat, fatigue",1
stomach ache,0
sore throat,1
"stomach ache, chills, runny nose, cough, muscle pain",2
"chills, sore throat, nausea, headache",1
"shortness of breath, sore throat",1
loss of appetite,2
"shortness of breath, loss of appetite",0
chills,0
cough,0
chills,2
"muscle pain, fever, stomach ache",0
"loss of appetite, runny nose, nausea, stomach ache",2
"nausea, sore throat",1
headache,0
"fatigue, fever, chills, runny nose",1
"runny nose, headache, chills, stomach ache",0
fatigue,1
nausea,0
"fatigue, fever, chills",0
"loss of appetite, chills, nausea, dizziness, shortness of breath",1
"dizziness, headache, shortness of breath, loss of appetite",2
stomach ache,1
dizziness,0
stomach ache,1
"loss of appetite, headache",0
"stomach ache, fatigue, chills, runny nose",1
"headache, sore throat, nausea, muscle pain",0
"fatigue, stomach ache, nausea, runny nose",1
"shortness of breath, sore throat, loss of appetite, fever, muscle pain",0
"dizziness, nausea, shortness of breath, sore throat, stomach ache",2
"stomach ache, fatigue, muscle pain, headache, cough",1
